0.178204	0.00691099
0.20019 	0.00683473
0.178619	0.00686123
0.178444	0.00688476
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.156957	0.00654427
0.0349835	0.0068843
0.199393	0.00655531
0.134178	0.00666588
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.149075	0.00660958
0.159693	0.00664605
0.155604	0.00670853
0.153465	0.00667975
0.141746	0.00663479
0.165653	0.00663366
0.158858	0.00668919
0.212829	0.00659528
0.201004	0.00734543
0	0
0.218486	0.0073519
0	0
0.221543	0.00642772
0.214695	0.00644738
0.25235	    0.006407
0.218422	0.00646132
