0.00157830	0.00160744	0.64836269	-0.65383470
0.00000000	0.00000000	0.00000000	0.00000000
0.00158841	0.00162367	0.64847134	-0.65130511
0.00159905	0.00168521	0.66182808	-0.65195185
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
0.00169850	0.00168821	0.64108569	-0.56329462
0.00164888	0.00170058	0.65079307	-0.58854313
0.00167242	0.00163389	0.65518301	-0.61772574
0.00159691	0.00169880	0.65554245	-0.61289647
0.00158396	0.00162939	0.65961942	-0.65871313
0.00155382	0.00163722	0.67918615	-0.66591166
0.00156244	0.00160109	0.65905105	-0.66341248
0.00158931	0.00171015	0.68366100	-0.65444179
0.00154275	0.00160578	0.64037938	-0.68692716
0.00154041	0.00162915	0.67606999	-0.66640604
0.00154566	0.00156433	0.68533976	-0.67335132
0.00154047	0.00163063	0.67012334	-0.67149454
0.00155404	0.00156749	0.69228530	-0.67151961
0.00151433	0.00161481	0.68820980	-0.67197881
0.00154534	0.00156409	0.68195346	-0.67772028
0.00153738	0.00164107	0.68641872	-0.66895484
0.00154648	0.00157451	0.68121692	-0.67901931
0.00153676	0.00160682	0.68521136	-0.67005413
0.00155006	0.00155458	0.68174363	-0.66974263
0.00154802	0.00165333	0.67375163	-0.67511931
0.00157834	0.00163153	0.65672847	-0.66581647
0.00155393	0.00165681	0.67420146	-0.64889717
0.00156103	0.00158814	0.66114481	-0.65855814
0.00155822	0.00170804	0.65686509	-0.64795500
0.00158474	0.00162181	0.66882382	-0.64204647
0.00159690	0.00167806	0.66200826	-0.63589391
0.00162464	0.00162960	0.65819015	-0.64554343
0.00165567	0.00174657	0.65722728	-0.63326350
0.00163186	0.00167949	0.63647327	-0.64787770
0.00157160	0.00167338	0.64778156	-0.64534954
0.00163550	0.00164117	0.64962763	-0.63675825
0.00160939	0.00172818	0.66015349	-0.62181346
0.00160301	0.00162452	0.64788354	-0.63199435
0.00160304	0.00172297	0.65245532	-0.61780640
0.00158095	0.00163640	0.65262405	-0.64616645
0.00155524	0.00168637	0.66045757	-0.63756347
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
0.00159122	0.00166495	0.66394347	-0.63192809
0.00158448	0.00159401	0.67805133	-0.63785297
0.00154630	0.00158057	0.68862690	-0.65711424
0.00156131	0.00156263	0.68301630	-0.66640632
0.00154164	0.00161382	0.66653487	-0.64400932
0.00156702	0.00159989	0.67387364	-0.65120421
0.00162311	0.00170145	0.67216046	-0.62290183
0.00159013	0.00161435	0.65650254	-0.64629577
0.00156090	0.00166864	0.65835624	-0.64134641
0.00158996	0.00161161	0.65871318	-0.64702769
0.00152864	0.00162862	0.65733466	-0.65155061
0.00154222	0.00156847	0.66529266	-0.65182891
0.00155790	0.00163223	0.66837077	-0.64267862
0.00155963	0.00162742	0.65860273	-0.65801438
0.00154297	0.00164738	0.65837375	-0.65867958
0.00155075	0.00159080	0.66391057	-0.65425750
0.00156130	0.00165795	0.66702164	-0.63719902
0.00156432	0.00156682	0.65541513	-0.65310534
0.00155782	0.00164783	0.65798158	-0.64686121
0.00157599	0.00160071	0.66711658	-0.65348864
0.00156314	0.00166992	0.66664425	-0.64227900
0.00159997	0.00161326	0.66841699	-0.63877715
0.00162238	0.00168313	0.67265755	-0.64425387
0.00161261	0.00158184	0.66778893	-0.62625568
0.00170796	0.00175030	0.66905791	-0.58099681
0.00158795	0.00158104	0.66844503	-0.64240551
0.00157712	0.00161421	0.65048667	-0.64378501
0.00161785	0.00155540	0.66093079	-0.64025622
0.00164955	0.00166472	0.68576876	-0.61623956
0.00164433	0.00157722	0.67304881	-0.62817503
0.00161160	0.00161816	0.68332676	-0.61937173
0.00159957	0.00154532	0.65427749	-0.64798319
0.00159446	0.00162751	0.66892244	-0.64230393
0.00160542	0.00159534	0.66163123	-0.64504819
0.00155140	0.00162800	0.65023394	-0.64114315
0.00157938	0.00154446	0.67857611	-0.63568641
0.00157581	0.00159426	0.67633712	-0.64390064
0.00169732	0.00166204	0.65407378	-0.66698533
0.00161681	0.00164282	0.67058898	-0.65944442
0.00160137	0.00155786	0.64865310	-0.66966242
0.00163339	0.00171188	0.65462938	-0.64219267
0.00160693	0.00158857	0.64565689	-0.66290261
0.00160058	0.00164183	0.65596364	-0.65633458
0.00166703	0.00161534	0.64678282	-0.64856084
0.00162045	0.00164673	0.66722754	-0.63451931
0.00168159	0.00165289	0.62386671	-0.67326250
0.00160744	0.00164324	0.66112348	-0.61250073
0.00163335	0.00159413	0.63762775	-0.66906607
0.00168491	0.00170422	0.65129214	-0.62026488
0.00165575	0.00162983	0.64889004	-0.64450067
0.00164047	0.00163861	0.66696434	-0.63102131
0.00163765	0.00161664	0.66577012	-0.65604636
0.00163867	0.00173741	0.67169446	-0.60458981
0.00160756	0.00158872	0.64629748	-0.66847156
0.00159032	0.00158992	0.65656902	-0.66700010
0.00161331	0.00154162	0.65601393	-0.66927145
0.00160408	0.00163435	0.68609232	-0.62768253
0.00164292	0.00155184	0.66573843	-0.66036235
0.00160723	0.00158133	0.66519447	-0.65899649
0.00159789	0.00154857	0.67295310	-0.65982569
0.00159043	0.00159186	0.68516784	-0.65975435
0.00162754	0.00159193	0.69361291	-0.63665273
0.00158423	0.00158903	0.67485689	-0.66021102
0.00160999	0.00154536	0.65086946	-0.66350744
0.00160336	0.00159799	0.66823861	-0.65398874
0.00160806	0.00154612	0.65628346	-0.67418976
0.00158536	0.00159312	0.67202522	-0.65520119
0.00161136	0.00154859	0.66720637	-0.65046662
0.00165465	0.00164453	0.65628424	-0.63675545
0.00165949	0.00162368	0.65278273	-0.63136608
0.00164869	0.00168453	0.65056999	-0.61106892
0.00165269	0.00165120	0.64129569	-0.62264566
0.00168855	0.00171040	0.64875862	-0.61510021
0.00161437	0.00166913	0.64901606	-0.62714629
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
