0.00166255	0.00171055	0.66820397	-0.63572049
0.00163783	0.00179543	0.68264449	-0.63563636
0.00171914	0.00174419	0.66709496	-0.63910126
0.00166401	0.00181527	0.67144331	-0.63266333
0.00161971	0.00170128	0.65860887	-0.66254953
0.00161746	0.00177590	0.66271328	-0.63810488
0.00161013	0.00168001	0.67520471	-0.66163001
0.00165528	0.00177664	0.66389662	-0.63370914
0.00160302	0.00163982	0.67175906	-0.65819926
0.00160031	0.00169652	0.67643568	-0.65971695
0.00159235	0.00164675	0.66534551	-0.67339830
0.00163478	0.00172332	0.68043045	-0.65237634
0.00159708	0.00162545	0.67237438	-0.66626703
0.00159529	0.00167329	0.67237455	-0.65965495
0.00159028	0.00158527	0.67284135	-0.67610381
0.00161679	0.00166555	0.68329388	-0.65772556
0.00162701	0.00164296	0.66654780	-0.61579357
0.00162644	0.00171931	0.65130677	-0.62853954
0.00161099	0.00165638	0.65947038	-0.64418879
0.00159614	0.00172519	0.66248729	-0.63757763
0.00160811	0.00167260	0.65029567	-0.63069177
0.00163005	0.00173957	0.66163126	-0.63209870
0.00163142	0.00168753	0.65937635	-0.62882390
0.00000000	0.00000000	0.00000000	0.00000000
0.00167003	0.00168235	0.64524313	-0.66332056
0.00165947	0.00171951	0.66247534	-0.64579487
0.00166022	0.00164930	0.66859291	-0.63854234
0.00166450	0.00177299	0.65777574	-0.63704815
0.00166486	0.00165622	0.65665412	-0.64095100
0.00169266	0.00175680	0.65225773	-0.61487386
0.00165216	0.00167413	0.64053377	-0.65278776
0.00163272	0.00173490	0.64636712	-0.62214882
0.00190311	0.00188780	0.63798704	-0.59779381
0.00190906	0.00196258	0.64856024	-0.59555279
0.00191949	0.00193174	0.62346412	-0.62378233
0.00193835	0.00205180	0.64557721	-0.58948904
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000
0.00212677	0.00220717	0.64002620	-0.56533886
0.00206864	0.00210213	0.61827295	-0.59851102
0.00199326	0.00208343	0.63194121	-0.59854612
0.00208789	0.00218859	0.64571410	-0.57948749
0.00205003	0.00203818	0.61860676	-0.61123199
0.00202028	0.00207875	0.63263698	-0.59038408
0.00208260	0.00209379	0.60759786	-0.60063250
0.00202909	0.00212559	0.62385149	-0.60139268
0.00164180	0.00170831	0.64733237	-0.62539780
0.00160227	0.00169094	0.66744537	-0.63455792
0.00165358	0.00165676	0.67311875	-0.62282858
0.00163218	0.00178102	0.65463047	-0.62793908
0.00164653	0.00165909	0.66151288	-0.64478365
0.00161180	0.00168646	0.67129559	-0.62559656
0.00164204	0.00165378	0.66554942	-0.62880467
0.00160554	0.00173715	0.65827051	-0.63595943
0.00164186	0.00168798	0.65644564	-0.62363879
0.00161506	0.00171725	0.66674173	-0.64636044
0.00165223	0.00167212	0.65558521	-0.63769084
0.00167335	0.00176948	0.64969802	-0.61572098
0.00164202	0.00165585	0.65123425	-0.62486186
0.00164676	0.00173166	0.66402524	-0.63712603
0.00165372	0.00171292	0.63353351	-0.65458667
0.00167051	0.00176690	0.65661245	-0.62302952
0.00162171	0.00162680	0.59718265	-0.64048880
0.00161697	0.00170646	0.65070936	-0.64497300
0.00164177	0.00162672	0.66152925	-0.64076906
0.00160544	0.00171172	0.63918258	-0.61971465
0.00161926	0.00166763	0.63914899	-0.64323377
0.00156882	0.00167276	0.66519482	-0.65231690
0.00157036	0.00163894	0.64282034	-0.65223937
0.00156144	0.00167985	0.67036144	-0.63122499
0.00158119	0.00162418	0.66116170	-0.66172944
0.00157610	0.00165089	0.66100143	-0.66846163
0.00156437	0.00160215	0.66638777	-0.67166465
0.00158942	0.00169708	0.65864416	-0.67005244
0.00158297	0.00158710	0.67402597	-0.67231299
0.00157434	0.00164179	0.68082779	-0.65148067
0.00000000	0.00000000	0.00000000	0.00000000
0.00154262	0.00165290	0.67073305	-0.65021244
0.00158594	0.00161897	0.66114705	-0.65808025
0.00158983	0.00165083	0.66392499	-0.65427290
0.00159304	0.00160553	0.65509218	-0.64983409
0.00157172	0.00166386	0.67036920	-0.65135212
0.00155540	0.00156597	0.66204561	-0.64370176
0.00158380	0.00164825	0.64843756	-0.63903188
0.00158455	0.00160693	0.66560821	-0.62321877
0.00159934	0.00167697	0.65545140	-0.64774512
0.00158611	0.00172093	0.64787136	-0.64268944
0.00160341	0.00172735	0.66400120	-0.62651624
0.00161435	0.00167363	0.65426020	-0.65357164
0.00160954	0.00179846	0.65090742	-0.62272792
0.00164148	0.00175663	0.66722103	-0.61225220
0.00161220	0.00171138	0.68410395	-0.60267445
0.00157441	0.00170112	0.64026765	-0.62492660
0.00000000	0.00000000	0.00000000	0.00000000
0.00161099	0.00160453	0.64924330	-0.67126678
0.00157694	0.00168691	0.65925654	-0.66095890
0.00158853	0.00160385	0.66051398	-0.67477684
0.00156479	0.00164993	0.66934410	-0.65832766
0.00157735	0.00159839	0.66622346	-0.67126520
0.00158584	0.00163868	0.67038757	-0.67325847
0.00155749	0.00158410	0.66125995	-0.66734389
0.00155426	0.00164481	0.65667984	-0.66307530
0.00161412	0.00158961	0.67797274	-0.66607884
0.00156685	0.00158681	0.68388557	-0.67309923
0.00156341	0.00152703	0.68641536	-0.66857072
0.00157533	0.00163610	0.68459581	-0.66409151
0.00158315	0.00156081	0.68400615	-0.66449586
0.00154285	0.00161700	0.68029379	-0.66597193
0.00157323	0.00155589	0.67900864	-0.65769451
0.00159761	0.00163894	0.67831082	-0.65811963
0.00156497	0.00162444	0.65157849	-0.64364520
0.00157430	0.00163655	0.65971683	-0.63489753
0.00158977	0.00160016	0.65077333	-0.64524527
0.00159378	0.00166451	0.66737728	-0.63954889
